CONFIDENTIAL GBP MASTER PRICE LIST 1 JANUARY 2025 - CURRENT PRODUCTS,,,,,,,,,,,,
,,,,,,,,,,,,
STOCK AVAILABILITY,,,,,,,,,,,,
"We aim for 100% immediAUe ex-stock availability of all products in this price list, with the exception of 'bespoke' products/items - which may have a short lead time (please ask for this when placing your order).",,,,,,,,,,,,
,,,,,,,,,,,,
BACKEYE360 Select - Complete Systems,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
S,7050,MDR-IO-03,MDR 22-Pin Triggers & Accessories & Power Out,12.07,10.86,9.66,8.45,7.85,7.24,6.64,6.04,5.43
A,7020,AC-075,CMS Adapter Cable Select Female to Female,15.25,13.72,12.20,10.67,9.91,9.15,8.39,7.62,6.86
A,7121,MDR-BKT-FIX-02,MDR Bracket Fixings + 4 x Fixing Screws Black (MD4x8),6.23,5.61,4.98,4.36,4.05,3.74,3.43,3.11,2.80
A,7056,MDR-USB-A-01,MDR USB 3.0 Cable - Type A to Type A Connectors,9.65,8.69,7.72,6.76,6.27,5.79,5.31,4.83,4.34
S,7052,MDR-BKT-02,MDR Brackets x 2,9.34,8.41,7.47,6.54,6.07,5.61,5.14,4.67,4.20
S ,7083,MDR-641-DS-E01,"MDR-600 4 Analogue Channcels, 1 IP Channel, without MCU ",534.09,480.68,427.27,373.86,347.16,320.46,293.75,267.05,240.34
S ,7084,MDR-641G-DS-E01,"MDR-600 4G, 4 Analogue Channcels, 1 IP Channel, without MCU ",721.86,649.67,577.49,505.30,469.21,433.11,397.02,360.93,324.84
S ,7085,MDR-641GW-DS-E01,"MDR-600 4G& WiFi, 4 Analogue Channcels, 1 IP Channel, without MCU ",834.13,750.71,667.30,583.89,542.18,500.48,458.77,417.06,375.36
K,8097,MDR-644-1-MCU-SSD Kit,"MDR-644 Caddy Unit, 1TB SSD Kit",309.54,278.59,247.63,216.68,201.20,185.73,170.25,154.77,139.29
K,8098,MDR-644-2-MCU-SSD Kit,"MDR-644 Caddy Unit, 2TB SSD Kit",840.54,756.49,672.43,588.38,546.35,504.32,462.30,420.27,378.24
A,6628,MDR-SMACON,MDR Smart Controller,69.87,62.88,55.89,48.91,45.41,41.92,38.43,34.93,31.44
A,7417,MDR-HWU-01,MDR Hazard Warning Unit,65.71,59.14,52.57,46.00,42.71,39.43,36.14,32.85,29.57
A,7699,MDR-HWU-L603-01,MDR-HWU-01 6-pin Molex Male 3m Extension Cable,17.50,15.75,14.00,12.25,11.38,10.50,9.63,8.75,7.88
A,7425,MDR-HWU-L605-01,MDR-HWU-01 6-pin Molex Male 5m Extension Cable,24.30,21.87,19.44,17.01,15.80,14.58,13.37,12.15,10.94
A,7426,MDR-HWU-L607-01,MDR-HWU-01 6-pin Molex Male 7m Extension Cable,35.20,31.68,28.16,24.64,22.88,21.12,19.36,17.60,15.84
,,,,,,,,,,,,
MDR-500 Series Mobile Digital Recorders - Complete Systems,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,6432,MDR-504-2-G2-SSD,"MDR-500 4 Camera, 2TB HDD, SSD, 32GB SD (GEN 2)",1648.47,1483.63,1318.78,1153.93,1071.51,989.08,906.66,824.24,741.81
A,6433,MDR-504G-2-G2-SSD,"MDR-500 4G 4 Camera, 2TB SSD, 32GB SD (GEN 2)",1888.25,1699.43,1510.60,1321.78,1227.36,1132.95,1038.54,944.13,849.71
A,6434,MDR-504GW-2-G2-SSD,"MDR-500 4G & WiFi 4 Camera, 2TB SSD, 32GB SD (GEN 2)",2008.14,1807.33,1606.51,1405.70,1305.29,1204.88,1104.48,1004.07,903.66
A,6437,MDR-508-2-G2-SSD,"MDR-500 8 Camera, G-Sensor, 2TB SSD, 64GB SD (GEN 2)",1726.64,1553.98,1381.31,1208.65,1122.32,1035.98,949.65,863.32,776.99
A,6438,MDR-508G-2-G2-SSD,"MDR-500 4G 8 Camera, G-Sensor, 2TB SSD, 64GB SD (GEN 2)",1924.76,1732.28,1539.81,1347.33,1251.09,1154.86,1058.62,962.38,866.14
A,6439,MDR-508GW-2-G2-SSD,"MDR-500 4G & WiFi 8 Camera, G-Sensor, 2TB SSD, 64GB SD (GEN 2)",2025.56,1822.10,1619.65,1417.19,1315.96,1214.74,1113.51,1012.28,911.05
,,,,,,,,,,,,
MDR-500 Series - Optional Extras,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,4903,AC-305,MDR Splitter Cable - BN360-100C to MDR,16.58,14.92,13.26,11.60,10.78,9.95,9.12,8.29,7.46
A,6648,AC-H305,MDR AHD Splitter Cable - BN360-1000C to MDR,42.48,38.23,33.98,29.73,27.61,25.49,23.36,21.24,19.11
lk,4904,AC-306,MDR SELECT Y-Piece Splitter Cable,15.42,13.87,12.33,10.79,10.02,9.25,8.48,7.71,6.94
A,4905,AC-307,MDR ELITE Y-Piece Splitter Cable,11.07,9.96,8.85,7.75,7.19,6.64,6.09,5.53,4.98
A,6016,MDR-RP-02,MDR Panic Button & Status Panel - 4m Cable,86.25,77.63,69.00,60.38,56.06,51.75,47.44,43.13,38.81
A,S6018,MDR-04RPC,MDR Panic Button & Status Panel - 4m Cable,10.02,9.02,8.02,7.02,6.51,6.01,5.51,5.01,4.51
A,4873,MDR-06RPC,MDR 6m Cable for Remote Status & Interface Panel,33.91,30.52,27.13,23.74,22.04,20.35,18.65,16.96,15.26
A,4988,MDR-GS-O2,MDR External G-Sensor & 2m Cable,92.66,83.40,74.13,64.86,60.23,55.60,50.96,46.33,41.70
A,4874,MDR-03GSC,MDR 3m Cable for External G-Sensor,22.90,20.61,18.32,16.03,14.88,13.74,12.59,11.45,10.30
A,4875,SD-32GB-IND,MDR 32GB SD Card,47.96,43.16,38.36,33.57,31.17,28.77,26.38,23.98,21.58
A,4876,SD-64GB-IND,MDR 64GB SD Card,71.93,64.74,57.55,50.35,46.76,43.16,39.56,35.97,32.37
A,4896,MDR-FPB32-01,MDR External SD Mirror-Recorder in Fireproof Box with 32GB SD Card,243.86,219.47,195.09,170.70,158.51,146.31,134.12,121.93,109.74
A,4989,MDR-ANT-MOB-01,MDR Mobile Network Antenna,8.53,7.67,6.82,5.97,5.54,5.12,4.69,4.26,3.84
A,4990,MDR-ANT-WIFI-01,MDR Wi-Fi Antenna,11.57,10.41,9.26,8.10,7.52,6.94,6.36,5.79,5.21
A,5083,AC-300,MDR SELECT Y-Piece Splitter Cable (Stripped Ends),8.10,7.29,6.48,5.67,5.27,4.86,4.46,4.05,3.65
A,4883,MDR-ANT-GPS-01,MDR GPS Antenna,17.50,15.75,14.00,12.25,11.38,10.50,9.63,8.75,7.88
,,,,,,,,,,,,
Internet Protocol (IP) Cameras & Expansion Modules,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5935,IP-1000C,"IP Camera - Forward Facing, Audio (1080p)",334.45,301.00,267.56,234.11,217.39,200.67,183.95,167.22,150.50
A,5935A,IP-1000C,"IP Camera - Forward Facing, Audio (1080p)",334.45,301.00,267.56,234.11,217.39,200.67,183.95,167.22,150.50
A,5936,IP-1100C,IP Camera - Surface Mount. IP67 (1080p),359.54,323.58,287.63,251.68,233.70,215.72,197.75,179.77,161.79
A,5936A,IP-1100C,IP Camera - Surface Mount. IP67 (1080p),359.54,323.58,287.63,251.68,233.70,215.72,197.75,179.77,161.79
A,5937,IP-1200C,"IP Camera - Interior Use, Audio (1080p)",359.54,323.58,287.63,251.68,233.70,215.72,197.75,179.77,161.79
A,5937A,IP-1200C,"IP Camera - Interior Use, Audio (1080p)",359.54,323.58,287.63,251.68,233.70,215.72,197.75,179.77,161.79
A,8027,IP-FFC-AI-01,"IP AI Camera - Forward Facing, Audio (1520p)",424.35,381.92,339.48,297.05,275.83,254.61,233.39,212.18,190.96
A,8029,IP-DFC-AI-WS-01,"IP AI Camera - Driver Facing, Windscreen Mount",315.04,283.54,252.03,220.53,204.78,189.02,173.27,157.52,141.77
A,8088,IP-DFC-AI-DB-01,IP AI Camera - Driver Facing Dashboard Mount,315.04,283.54,252.03,220.53,204.78,189.02,173.27,157.52,141.77
A,8089,IP-DFC-AI-AP-01,IP AI Camera - Driver Facing A-Pillar Mount,315.04,283.54,252.03,220.53,204.78,189.02,173.27,157.52,141.77
A,S8085,IP-FFC-AI-01-GRUB,Rubber Cable Crub for IP AI Camera,3.40,3.06,2.72,2.38,2.21,2.04,1.87,1.70,1.53
A,S8086,IP-FFC-AI-01-3M-PAD,Sticky Pad for Camera Mount,9.89,8.90,7.91,6.92,6.43,5.93,5.44,4.95,4.45
A,S8075,DFC-BRKT-DB-01,"IP AI Camera, Dashboard Mounting Bracket",45.25,40.73,36.20,31.68,29.41,27.15,24.89,22.63,20.36
A,S8076,DFC-BRKT-WS-01,"IP AI Camera, Windscreen Mounting Bracket",45.25,40.73,36.20,31.68,29.41,27.15,24.89,22.63,20.36
A,S8077,DFC-BRKT-AP-01,"IP AI Camera, A-Pillar Mounting Bracket",45.25,40.73,36.20,31.68,29.41,27.15,24.89,22.63,20.36
A,S8081,DFC-BKT-WS-01-3M-PAD,Windscreen Mounting Bracket - 3m Pad,3.40,3.06,2.72,2.38,2.21,2.04,1.87,1.70,1.53
A,S8074,IP-DFC-AI-01-C,"IP AI Camera - Driver Facing, Audi Camera Only",366.25,329.63,293.00,256.38,238.06,219.75,201.44,183.13,164.81
U,5860,IP-EM4,MDR - Power Over Network Switch - 4 Ports,274.60,247.14,219.68,192.22,178.49,164.76,151.03,137.30,123.57
U,5861,IP-EM8,MDR - Power Over Network Switch - 8 Ports,407.60,366.84,326.08,285.32,264.94,244.56,224.18,203.80,183.42
U,5865,IP-EC-1,MDR CAT5E Ethernet Cable 1m,12.62,11.36,10.10,8.83,8.20,7.57,6.94,6.31,5.68
U,5866,IP-EC-5,MDR CAT5E Ethernet Cable 5m,37.86,34.07,30.29,26.50,24.61,22.71,20.82,18.93,17.04
U,5864,IP-EM-PC,MDR MDR-PON Power Cable,42.91,38.62,34.33,30.03,27.89,25.74,23.60,21.45,19.31
A,5867,IP-L601,IP Camera Extension Cable - 1 metre,15.38,13.84,12.31,10.77,10.00,9.23,8.46,7.69,6.92
A,5902,IP-L603,IP Camera Extension Cable - 3 metre,17.41,15.67,13.93,12.19,11.32,10.45,9.58,8.71,7.84
A,5903,IP-L605,IP Camera Extension Cable - 5 metre,25.13,22.62,20.10,17.59,16.33,15.08,13.82,12.56,11.31
A,5982,IP-L610,IP Camera Extension Cable - 10 metre,36.79,33.11,29.43,25.75,23.91,22.07,20.23,18.39,16.55
A,5904,IP-L615,IP Camera Extension Cable - 15 metre,54.80,49.32,43.84,38.36,35.62,32.88,30.14,27.40,24.66
A,5983,IP-L620,IP Camera Extension Cable - 20 metre,74.18,66.76,59.34,51.93,48.22,44.51,40.80,37.09,33.38
A,5984,IP-L630,IP Camera Extension Cable - 30 metre,108.30,97.47,86.64,75.81,70.40,64.98,59.57,54.15,48.74
A,5985,IP-1XXX-PC,IP Camera - Power & Ethernet Cable,12.82,11.54,10.26,8.97,8.33,7.69,7.05,6.41,5.77
,,,,,,,,,,,,
BRIDGE Services Hardware ,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5785,MDR-WL-SIM-EU-EE,BRIDGE Services EU EE 2GB SIM Pack,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,N/A
A,5421A,MDR-WL-SIM-EU-TD,"BRIDGE Services, UK/EU TD SIM Pack Ext Coverge",5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,N/A
A,7040,MDR-SIM-UKEER-UC,"BRIDGE Services, Bridge View UK Data & EU Roaming EE SIM Pack ",5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
A,4779027312149,BRIDGE-LINK-EU,"BRIDGE Link, EU Modem",365.00,365.00,365.00,365.00,365.00,365.00,365.00,365.00,N/A
,,,,,,,,,,,,
BRIDGE Services,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
,MDR0001,SVS-FSU-UK,"BRIDGE Services, Initial Fleet Config & Set-Up",144.38,144.38,144.38,144.38,144.38,144.38,144.38,144.38,125.00
,MDR0002,SVS-VSU-UK,"BRIDGE Services, Per Vehicle Set-Up",28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,25.00
,MDR0005,SVS-CTY-UK,"BRIDGE Services, Consultancy, Hourly Rate",79.70,79.70,79.70,79.70,79.70,79.70,79.70,79.70,69.00
,MDR0007,BRIDGE-VIEW-KPN-1GB,"Bridge View, KPN, 1GB Data+ - Annual Charge",237.47,237.47,237.47,237.47,237.47,237.47,237.47,237.47,N/A
,MDR0013,E-ALERTS-ADD-SERVICES,BRIDGE Additional Services (Email Alerts),2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,N/A
,MDR0014,BRIDGE-VIEW-KPN-2GB,"Bridge View, KPN, 2GB, Capped - Annual Charge",237.47,237.47,237.47,237.47,237.47,237.47,237.47,237.47,237.47
,MDR0020,BRIDGE-VIEW-KPN-2GB,"Bridge View, KPN, 2GB Capped - Monthly Charge",19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,N/A
,MDR0021,BRIDGE-VIEW-KPN-1GB,"Bridge View, KPN, 1GB Data+ - Monthly Charge",19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,N/A
,MDR0022,BRIDGE-VIEW-VEH-CAN,"Bridge View, Vehicle Cancellation",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
,,,,,,,,,,,,
TURNASSIST Scan and Vision System,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5544,TA-770-4S,Turnassist™ 4 Sensor Sidescan / View Kit,1070.31,963.28,856.25,749.22,695.70,642.18,588.67,535.15,469.46
A,5545,TA-770-2S,Turnassist™ 2 Sensor Sidescan / View Kit,962.37,866.13,769.90,673.66,625.54,577.42,529.30,481.19,420.89
A,6121,TA-770HM-2S-PLUS,KSS Toter-Winkel-Warnsystem Stepcan 2S-PLUS,960.75,864.67,768.60,672.52,624.49,576.45,528.41,480.37,415.96
A,5622D,BS-4000W(TA),Backscan® Reversing Sensor System with Turn Assist Kit,279.83,251.85,223.87,195.88,181.89,167.90,153.91,139.92,125.92
A,5708,SS-4100W(TA),Sidescan® Sensor System for Turn Assist,279.83,251.85,223.87,195.88,181.89,167.90,153.91,139.92,125.92
A,S5620B,BS-4000W(TA)-ECU,Backscan® 4 Sensor Waterproof ECU - Mute Function (12-24v) Turn Assist,81.29,73.16,65.03,56.90,52.84,48.77,44.71,40.64,36.58
A,S5623,UDS-7-0SC,Backscan® Sensor Cable 7.0m,10.71,9.64,8.57,7.50,6.96,6.43,5.89,5.35,4.82
A,6122,TA-770HM-4S-FLEX,KSS Toter-Winkel-Warnsystem Sidescan 4S Flex,1072.09,964.88,857.67,750.47,696.86,643.26,589.65,536.05,466.07
A,S6214,BMM-015 (DIS),"Monitor Option, Short Arm Bracket (no fan base)",12.66,11.39,10.12,8.86,8.23,7.59,6.96,6.33,5.32
A,S6522,BMM-015 (FAN),"Monitor Option, VBV Monitor  Bracket (Fan Base Only)",10.26,9.24,8.21,7.18,6.67,6.16,5.64,5.13,4.31
A,S5633B,UDS-001DP(TA),UDS Audio-Visual Display Turn Assist,36.15,32.54,28.92,25.31,23.50,21.69,19.88,18.08,16.27
,,,,,,,,,,,,
DVS & FORS Compliant Systems,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,6077,FORS-SS-01,FORS Compliant Camera & Side Detection System for Rigid Vehicles,1392.67,1253.40,1114.14,974.87,905.24,835.60,765.97,696.34,613.68
A,6078,DVS-CS-01,DVS Compliant Camera & Side Detection System for Articulated Vehicles,1137.48,1023.73,909.99,796.24,739.36,682.49,625.62,568.74,503.50
A,6368,DVS-CS-03,DVS LHD Kit for Articulated Vehicles,1144.63,1030.16,915.70,801.24,744.01,686.78,629.54,572.31,503.22
A,6377,DVS-CS-04,DVS Cornerscan LHD Kit without Monitor for Articlulated Vehicles,681.76,613.59,545.41,477.23,443.15,409.06,374.97,340.88,303.87
A,6076,DVS-SS-01,DVS Compliant Camera & Side Detection System for Rigid Vehicles,1224.22,1101.80,979.38,856.96,795.74,734.53,673.32,612.11,542.54
A,6367,DVS-SS-03,DVS Side Turn Alarm Kit,1245.36,1120.82,996.29,871.75,809.48,747.22,684.95,622.68,548.55
A,6378,DVS-SS-04,DVS Side Turn LHD Kit without Monitor for Rigid Vehicles,768.50,691.65,614.80,537.95,499.53,461.10,422.68,384.25,342.90
A,6237,DVS-PROMO1,DVS Promo 1 AHD Sidescan Flex Kit,1229.93,1106.93,983.94,860.95,799.45,737.96,676.46,614.96,540.79
A,6238,DVS-PROMO2,DVS Promo 2 AHD Standard Kit,1215.93,1094.34,972.75,851.15,790.36,729.56,668.76,607.97,534.50
A,6239,DVS-PROMO3,DVS Promo 3 AHD Corner Kit,1144.76,1030.28,915.80,801.33,744.09,686.85,629.62,572.38,502.46
A,6543,DVS-770-4200W-82A,DVS LHD Kit (Rigid) Alternative,1220.36,1098.32,976.29,854.25,793.23,732.22,671.20,610.18,533.25
A,6544,DVS-770-3100-82A,DVS LHD Kit (Artic) Alternative,1119.63,1007.66,895.70,783.74,727.76,671.78,615.79,559.81,487.92
A,6545,DVS-770-4200W-TIA,DVS LHD Kit BBS-TI (Rigid) Alternative,1281.22,1153.10,1024.98,896.85,832.79,768.73,704.67,640.61,563.96
A,6546,DVS-770-3100-TIA,DVS LHD Kit BBS-TI (Artic) Alternative,1180.48,1062.44,944.39,826.34,767.32,708.29,649.27,590.24,518.63
A,6547,DVS-770-4100W-BCA,DVS Standard Kit for Rigid Vehicles Alternative,1300.84,1170.75,1040.67,910.59,845.54,780.50,715.46,650.42,570.52
A,6548,DVS-770-3100-BCA,DVS Standard  Kit for Articulated Vehicles Alternative,1214.10,1092.69,971.28,849.87,789.16,728.46,667.75,607.05,531.49
A,7686,GSR-010,PSS kKit for GSR Compliant Vehicle,130.80,117.72,104.64,91.56,85.02,78.48,71.94,65.40,56.43
A,7687,PSS-010,Complete PSS Kit for Rigid & Artic Right Side,4566.38,4109.74,3653.10,3196.46,2968.14,2739.83,2511.51,2283.19,1642.71
,,,,,,,,,,,,
SIDESCAN PREDICT Standard Kit (6 Sensors),,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,6153,SSP-6000W,Sidescan® Predict Sensor System (12-24v),845.61,761.05,676.49,591.93,549.65,507.37,465.09,422.81,380.53
,,,,,,,,,,,,
SIDESCAN PREDICT Optional Accessories,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,684-101,AMPS-BKT,Sidescan® Predict Adjustable Bracket for Display,27.48,24.73,21.98,19.23,17.86,16.49,15.11,13.74,12.37
A,6142,SSP-1000-CT-01,Sidescan® Predict Sensor Configurator,50.98,45.88,40.78,35.68,33.13,30.59,28.04,25.49,22.94
,,,,,,,,,,,,
SIDESCAN Ultrasonic Detection System - Complete System,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5257,SS-4100W,Sidescan® Sensor System with Mute Funtion (12-24v),279.83,251.85,223.87,195.88,181.89,167.90,153.91,139.92,125.92
A,5916,SS-4200W,Sidescan® Flex Sensor System (12-24v),293.83,264.44,235.06,205.68,190.99,176.30,161.60,146.91,132.22
A,5919,SS-4100W-060,"Sidescan® Sensor System, Mute Funtion(60cm Audio) ",279.83,251.85,223.87,195.88,181.89,167.90,153.91,139.92,125.92
A,5851,SS-4100WT,Sidescan® Sensor System with Mute Funtion and Trigger Output (12-24v),280.05,252.05,224.04,196.04,182.03,168.03,154.03,140.03,126.02
A,5344,SS-4100W-000,"Sidescan® Sensor System, Mute Function with Speed Switch & Turn Indicator Trigger (12-24v)",468.75,421.87,375.00,328.12,304.68,281.25,257.81,234.37,224.84
A,5346,SS-4100W-002,Sidescan® System - External Warning System in French,704.89,634.40,563.91,493.42,458.18,422.93,387.69,352.44,476.68
A,6075,SS-4200W-000,"Sidescan Flex Sensor System, Mute + S/Switch & T/Ind",512.73,461.46,410.19,358.91,333.28,307.64,282.00,256.37,231.14
Recommended Extras,,,,,,,,,,,,
A,4851,LS-60-A,"CMS Option, Speed Trigger Module (12-24v)",179.94,161.95,143.95,125.96,116.96,107.97,98.97,89.97,80.97
A,A1362A,TS-001ECU,Sidescan® Turn Indicator Trigger ECU (12-24v),39.87,35.88,31.90,27.91,25.92,23.92,21.93,19.93,17.94
A,6516,TS01,Turn Indicator Trigger ECU ,64.14,57.73,51.31,44.90,41.69,38.48,35.28,32.07,29.52
A,5731,TS-001ECU(AMP),Sidescan® Turn Indicator Trigger ECU with AMP Connector (12-24v),94.70,85.23,75.76,66.29,61.55,56.82,52.08,47.35,42.61
A,1334A,SS-BC-08,Backchat® Left Side-Turn Warning Alarm - 90dB (12-24v),129.88,116.90,103.91,90.92,84.42,77.93,71.44,64.94,58.45
,,,,,,,,,,,,
CORNERSCAN Ultrasonic Detection System - Complete System,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5261,CS-3100,Cornerscan® Sensor System - Mute Funtion (12-24v),193.09,173.78,154.47,135.16,125.51,115.86,106.20,96.55,86.89
A,5849,CS-3100T,Cornerscan® Sensor System - Mute Funtion  & Trigger Output(12-24v),193.56,174.20,154.84,135.49,125.81,116.13,106.46,96.78,87.10
Recommended Extra,,,,,,,,,,,,
A,4851,LS-60-A,"CMS Option, Speed Trigger Module (12-24v)",179.94,161.95,143.95,125.96,116.96,107.97,98.97,89.97,80.97
,,,,,,,,,,,,
STEPSCAN Ultrasonic Detection System - Complete System,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5262,ST-2100,Stepscan™ Sensor System with Mute Function (12-24v),161.31,145.18,129.05,112.92,104.85,96.79,88.72,80.65,72.59
A,5345,ST-2100-60-A,Stepscan™ Sensor System with Mute Function & Speed Switch (12-24v),335.80,302.22,268.64,235.06,218.27,201.48,184.69,167.90,158.33
,,,,,,,,,,,,
BACKSCAN Ultrasonic Detection System,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,A3744,BS-4000W,Backscan® Reversing Sensor System (12-24v),280.23,252.21,224.19,196.16,182.15,168.14,154.13,140.12,126.11
A,4844,BS-4000W-000,Backscan® Reversing Sensor System - Extra Sensor Sleeves (12-24v),294.78,265.30,235.83,206.35,191.61,176.87,162.13,147.39,132.79
Required Additions for Articulated Vehicles,,,,0.00,,,,,,,,
A,3716,UDS-10BC,UDS Buzzer/Display Extension Cable - 10m,18.24,16.41,14.59,12.77,11.85,10.94,10.03,9.12,8.21
,,,,,,,,,,,,
FRONTSCAN Ultrasonic Detection System - Complete System,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,3747,FS-4000W,Frontscan® Sensor System (12-24v),259.77,233.79,207.81,181.84,168.85,155.86,142.87,129.88,116.90
Recommended Extra,,,,,,,,,,,,
A,4851,LS-60-A,"CMS Option, Speed Trigger Module (12-24v)",179.94,161.95,143.95,125.96,116.96,107.97,98.97,89.97,80.97
,,,,,,,,,,,,
Ultrasonic Detection System - On Screen Display,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5099,UDS-OSD20,"UDS On-Screen Display Module - 2 UDS Inputs, 2 Camera Inputs (PAL)",200.89,180.80,160.71,140.63,130.58,120.54,110.49,100.45,90.40
A,5347,UDS-OSD21,"UDS On-Screen Display Module - 2 UDS Inputs, 2 Camera Inputs (NTSC)",200.89,180.80,160.71,140.63,130.58,120.54,110.49,100.45,90.40
,,,,,,,,,,,,
Ultrasonic Detection System - Extension Cables,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,3717,UDS-2.5BC,UDS Buzzer/Display Extension Cable - 2.5m,9.79,8.81,7.83,6.86,6.37,5.88,5.39,4.90,4.41
A,8131,AC-401-UDS,Buzzer Splitter Cable providing alarm out from AI detection,105.60,95.04,84.48,73.92,68.64,63.36,58.08,52.80,47.52
A,5745,UDS-30BC,UDS Buzzer/Display Extension Cable - 30m,50.99,45.89,40.79,35.69,33.14,30.59,28.04,25.49,22.94
A,5723,UDS-1.2SC,UDS Sensor Extension Cable - 1.2m,8.58,7.72,6.86,6.01,5.58,5.15,4.72,4.29,3.86
A,S5677,UDS-8.0SC,UDS Sensor Extension Cable - 8m,18.64,16.78,14.91,13.05,12.12,11.19,10.25,9.32,8.39
A,S5844,UDS-9.0SC,UDS Sensor Extension Cable - 9m,20.25,18.22,16.20,14.17,13.16,12.15,11.14,10.12,9.11
A,3719,UDS-2.5SC,UDS Sensor Extension Cable - 2.5m,9.35,8.41,7.48,6.54,6.08,5.61,5.14,4.67,4.21
A,5743,UDS-2.5SC(CO),UDS Sensor Extension Cable - 2.5m with Conduit,16.38,14.74,13.10,11.47,10.65,9.83,9.01,8.19,7.37
A,5724,UDS-3.4SC,UDS Sensor Extension Cable - 3.4m ,10.92,9.82,8.73,7.64,7.09,6.55,6.00,5.46,4.91
A,5725,UDS-4.1SC,UDS Sensor Extension Cable - 4.1m,11.67,10.50,9.34,8.17,7.59,7.00,6.42,5.83,5.25
A,3720,UDS-4.5SC,UDS Sensor Extension Cable - 4.5m,10.59,9.53,8.47,7.41,6.88,6.35,5.82,5.29,4.76
,,,,,,,,,,,,
Ultrasonic Detection System - Optional Extras,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,4215,UDS-RELAY-24,UDS Diode Protected Relay (24v),21.26,19.13,17.01,14.88,13.82,12.76,11.69,10.63,9.57
A,4216,UDS-RELAY-12,UDS Diode Protected Relay (12v),21.26,19.13,17.01,14.88,13.82,12.76,11.69,10.63,9.57
A,3749,UDS-001DP,UDS Audio-Visual Display,36.15,32.54,28.92,25.31,23.50,21.69,19.88,18.08,16.27
A,S5920,UDS-001DP,UDS Audio-Visual Display,36.15,32.54,28.92,25.31,23.50,21.69,19.88,18.08,16.27
A,3715,UDS-001BZ,UDS Adjustable Warning buzzer,29.93,26.93,23.94,20.95,19.45,17.96,16.46,14.96,13.47
A,5726,UDS-001BZ(1.6),UDS Adjustable Warning buzzer + 1.6m Extended Cable,30.95,27.85,24.76,21.66,20.11,18.57,17.02,15.47,13.93
A,3718,UDS-000HSS,UDS High Sensitivity Sensor,31.16,28.05,24.93,21.82,20.26,18.70,17.14,15.58,14.02
